congress,convened,bioguide,name,state,senate_class,party,party_raw,birthday,age_years,age_days,age_exact
83,1953-01-03,G000320,Albert Arnold Gore,TN,1,Democratic,Democrat,1907-12-26,45,8,45.0219
83,1953-01-03,H000720,Spessard Lindsey Holland,FL,1,Democratic,Democrat,1892-07-10,60,177,60.4849
83,1953-01-03,W000518,John James Williams,DE,1,Republican,Republican,1904-05-17,48,231,48.6329
83,1953-01-03,A000186,Clinton Presba Anderson,NM,2,Democratic,Democrat,1895-10-23,57,72,57.1973
83,1953-01-03,C000758,John Sherman Cooper,KY,2,Republican,Republican,1901-08-23,51,133,51.3644
83,1953-01-03,E000112,Allen Joseph Ellender,LA,2,Democratic,Democrat,1890-09-24,62,101,62.2767
83,1953-01-03,M001078,Karl Earl Mundt,SD,2,Republican,Republican,1900-06-03,52,214,52.5863
83,1953-01-03,R000536,Richard Brevard Russell,GA,2,Democratic,Democrat,1897-11-02,55,62,55.1699
83,1953-01-03,S000590,Margaret Chase Smith,ME,2,Republican,Republican,1897-12-14,55,20,55.0548
83,1953-01-03,A000062,George David Aiken,VT,3,Republican,Republican,1892-08-20,60,136,60.3726
83,1953-01-03,B000384,Wallace Foster Bennett,UT,3,Republican,Republican,1898-11-13,54,51,54.1397
83,1953-01-03,F000401,James William Fulbright,AR,3,Democratic,Democrat,1905-04-09,47,269,47.737
83,1953-01-03,M000113,Michael Joseph Mansfield,MT,1,Democratic,Democrat,1903-03-16,49,293,49.8027
83,1953-01-03,P000100,John Orlando Pastore,RI,1,Democratic,Democrat,1907-03-17,45,292,45.8
83,1953-01-03,S001136,William Stuart Symington,MO,1,Democratic,Democrat,1901-06-26,51,191,51.5233
83,1953-01-03,E000018,James Oliver Eastland,MS,2,Democratic,Democrat,1904-11-28,48,36,48.0986
83,1953-01-03,M000332,John Little McClellan,AR,2,Democratic,Democrat,1896-02-25,56,313,56.8552
83,1953-01-03,S000701,John Jackson Sparkman,AL,2,Democratic,Democrat,1899-12-20,53,14,53.0384
83,1953-01-03,M000053,Warren Grant Magnuson,WA,3,Democratic,Democrat,1905-04-12,47,266,47.7288
83,1953-01-03,Y000047,Milton Ruben Young,ND,3,Republican,Republican,1897-12-06,55,28,55.0767
83,1953-01-03,H000953,Hubert Horatio Humphrey,MN,2,Democratic,Democrat,1911-05-27,41,221,41.6055
83,1953-01-03,G000267,Barry Morris Goldwater,AZ,1,Republican,Republican,1909-01-01,44,2,44.0055
83,1953-01-03,L000428,Russell Billiu Long,LA,3,Democratic,Democrat,1918-11-03,34,61,34.1671
83,1953-01-03,J000013,Henry Martin Jackson,WA,1,Democratic,Democrat,1912-05-31,40,217,40.5945
83,1953-01-03,S000852,John Cornelius Stennis,MS,1,Democratic,Democrat,1901-08-03,51,153,51.4192
84,1955-01-05,C000506,Earle C Clements,KY,3,Democratic,Democrat,1896-10-22,58,75,58.2055
84,1955-01-05,D000516,James Henderson Duff,PA,3,Republican,Republican,1883-01-21,71,349,71.9562
84,1955-01-05,G000131,Walter Franklin George,GA,3,Democratic,Democrat,1878-01-29,76,341,76.9342
84,1955-01-05,L000224,Herbert Henry Lehman,NY,3,Democratic,Democrat,1878-03-28,76,283,76.7753
84,1955-01-05,M000771,Eugene Donald Millikin,CO,3,Republican,Republican,1891-02-12,63,327,63.8959
84,1955-01-05,W000269,Herman Welker,ID,3,Republican,Republican,1906-12-11,48,25,48.0685
84,1955-01-05,P000460,Charles Edward Potter,MI,1,Republican,Republican,1916-10-30,38,67,38.1836
84,1955-01-05,B000176,Frank Aloysius Barrett,WY,1,Republican,Republican,1892-11-10,62,56,62.1534
84,1955-01-05,B000820,John William Bricker,OH,1,Republican,Republican,1893-09-06,61,121,61.3315
84,1955-01-05,D000036,Marion Price Daniel,TX,1,Democratic,Democrat,1910-10-10,44,87,44.2384
84,1955-01-05,F000190,Ralph Edward Flanders,VT,1,Republican,Republican,1880-09-28,74,99,74.2712
84,1955-01-05,I000050,Irving McNeil Ives,NY,1,Republican,Republican,1896-01-24,58,346,58.9479
84,1955-01-05,J000093,William Ezra Jenner,IN,1,Republican,Republican,1908-07-21,46,168,46.4603
84,1955-01-05,K000176,Harley Martin Kilgore,WV,1,Democratic,Democrat,1893-01-11,61,359,61.9836
84,1955-01-05,K000292,William Fife Knowland,CA,1,Republican,Republican,1908-06-26,46,193,46.5288
84,1955-01-05,L000070,William Langer,ND,1,Republican,Republican,1886-09-30,68,97,68.2658
84,1955-01-05,M000086,George Wilson Malone,NV,1,Republican,Republican,1890-08-07,64,151,64.4137
84,1955-01-05,M000177,Edward Martin,PA,1,Republican,Republican,1879-09-18,75,109,75.2986
84,1955-01-05,M000315,Joseph Raymond McCarthy,WI,1,Republican,Republican,1908-11-14,46,52,46.1425
84,1955-01-05,P000150,Frederick George Payne,ME,1,Republican,Republican,1904-07-24,50,165,50.4521
84,1955-01-05,P000575,William Arthur Purtell,CT,1,Republican,Republican,1897-05-06,57,244,57.6685
84,1955-01-05,S000553,Howard Alexander Smith,NJ,1,Republican,Republican,1880-01-30,74,340,74.9315
84,1955-01-05,T000259,Edward John Thye,MN,1,Republican,Republican,1896-04-26,58,254,58.6959
84,1955-01-05,W000190,Arthur Vivian Watkins,UT,1,Republican,Republican,1886-12-18,68,18,68.0493
84,1955-01-05,B000356,George Harrison Bender,OH,3,Republican,Republican,1896-09-29,58,98,58.2685
84,1955-01-05,O000088,Joseph Christopher O’Mahoney,WY,2,Democratic,Democrat,1884-11-05,70,61,70.1671
84,1955-01-05,S000187,William Kerr Scott,NC,2,Democratic,Democrat,1896-04-17,58,263,58.7205
84,1955-01-05,B000145,Alben William Barkley,KY,2,Democratic,Democrat,1877-11-24,77,42,77.1151
84,1955-01-05,B000823,Henry Styles Bridges,NH,2,Republican,Republican,1898-09-09,56,118,56.3233
84,1955-01-05,F000356,Joseph Allen Frear,DE,2,Democratic,Democrat,1903-03-07,51,304,51.8329
84,1955-01-05,G000418,Theodore Francis Green,RI,2,Democratic,Democrat,1867-10-02,87,95,87.2603
84,1955-01-05,M000199,Thomas Ellsworth Martin,IA,2,Republican,Republican,1893-01-18,61,352,61.9644
84,1955-01-05,M001108,James Edward Murray,MT,2,Democratic,Democrat,1876-05-03,78,247,78.6767
84,1955-01-05,N000023,Matthew Mansfield Neely,WV,2,Democratic,Democrat,1874-11-09,80,57,80.1562
84,1955-01-05,N000053,Richard Lewis Neuberger,OR,2,Democratic,Democrat,1912-12-26,42,10,42.0274
84,1955-01-05,B001167,Prescott Sheldon Bush,CT,3,Republican,Republican,1895-05-15,59,235,59.6438
84,1955-01-05,B001180,John Marshall Butler,MD,3,Republican,Republican,1897-07-21,57,168,57.4603
84,1955-01-05,C000128,Homer Earl Capehart,IN,3,Republican,Republican,1897-06-06,57,213,57.5836
84,1955-01-05,C000221,Francis Higbee Case,SD,3,Republican,Republican,1896-12-09,58,27,58.074
84,1955-01-05,H000502,Thomas Carey Hennings,MO,3,Democratic,Democrat,1903-06-25,51,194,51.5315
84,1955-01-05,W000465,Alexander Wiley,WI,3,Republican,Republican,1884-05-26,70,224,70.6137
84,1955-01-05,B000271,James Glenn Beall,MD,1,Republican,Republican,1894-06-05,60,214,60.5863
84,1955-01-05,B001208,Harry Flood Byrd,VA,1,Democratic,Democrat,1887-06-10,67,209,67.5726
84,1955-01-05,C000338,Dennis Chavez,NM,1,Democratic,Democrat,1888-04-08,66,272,66.7452
84,1955-01-05,D000456,Paul Howard Douglas,IL,2,Democratic,Democrat,1892-03-26,62,285,62.7808
84,1955-01-05,D000585,Henry Clarence Dworshak,ID,2,Republican,Republican,1894-08-29,60,129,60.3534
84,1955-01-05,K000044,Carey Estes Kefauver,TN,2,Democratic,Democrat,1903-07-26,51,163,51.4466
84,1955-01-05,K000144,Robert Samuel Kerr,OK,2,Democratic,Democrat,1896-09-11,58,116,58.3178
84,1955-01-05,M000582,Patrick Vincent McNamara,MI,2,Democratic,Democrat,1894-10-04,60,93,60.2548
84,1955-01-05,R000317,Absalom Willis Robertson,VA,2,Democratic,Democrat,1887-05-27,67,223,67.611
84,1955-01-05,S000021,Leverett Saltonstall,MA,2,Republican,Republican,1892-09-01,62,126,62.3452
84,1955-01-05,S000138,Andrew Frank Schoeppel,KS,2,Republican,Republican,1894-11-23,60,43,60.1178
84,1955-01-05,K000107,John Fitzgerald Kennedy,MA,1,Democratic,Democrat,1917-05-29,37,221,37.6055
84,1955-01-05,C000154,Frank Carlson,KS,3,Republican,Republican,1893-01-23,61,347,61.9507
84,1955-01-05,D000360,Everett McKinley Dirksen,IL,3,Republican,Republican,1896-01-04,59,1,59.0027
84,1955-01-05,H000385,Carl Trumbull Hayden,AZ,3,Democratic,Democrat,1877-10-02,77,95,77.2603
84,1955-01-05,H000559,Bourke Blakemore Hickenlooper,IA,3,Republican,Republican,1896-07-21,58,168,58.4603
84,1955-01-05,H000598,Joseph Lister Hill,AL,3,Democratic,Democrat,1894-12-29,60,7,60.0192
84,1955-01-05,J000195,Olin DeWitt Talmadge Johnston,SC,3,Democratic,Democrat,1896-11-18,58,48,58.1315
84,1955-01-05,K000335,Thomas Henry Kuchel,CA,3,Republican,Republican,1910-08-15,44,143,44.3918
84,1955-01-05,M000859,Almer Stillwell Mike Monroney,OK,3,Democratic,Democrat,1902-03-02,52,309,52.8466
84,1955-01-05,M001014,Wayne Lyman Morse,OR,3,Other,Independent,1900-10-20,54,77,54.211
84,1955-01-05,S000505,George Armistead Smathers,FL,3,Democratic,Democrat,1913-11-14,41,52,41.1425
84,1955-01-05,J000160,Lyndon Baines Johnson,TX,2,Democratic,Democrat,1908-08-27,46,131,46.3589
84,1955-01-05,G000320,Albert Arnold Gore,TN,1,Democratic,Democrat,1907-12-26,47,10,47.0274
84,1955-01-05,H000720,Spessard Lindsey Holland,FL,1,Democratic,Democrat,1892-07-10,62,179,62.4904
84,1955-01-05,W000518,John James Williams,DE,1,Republican,Republican,1904-05-17,50,233,50.6384
84,1955-01-05,A000161,Gordon Llewellyn Allott,CO,2,Republican,Republican,1907-01-02,48,3,48.0082
84,1955-01-05,A000186,Clinton Presba Anderson,NM,2,Democratic,Democrat,1895-10-23,59,74,59.2027
84,1955-01-05,E000112,Allen Joseph Ellender,LA,2,Democratic,Democrat,1890-09-24,64,103,64.2822
84,1955-01-05,M001078,Karl Earl Mundt,SD,2,Republican,Republican,1900-06-03,54,216,54.5918
84,1955-01-05,R000536,Richard Brevard Russell,GA,2,Democratic,Democrat,1897-11-02,57,64,57.1753
84,1955-01-05,S000590,Margaret Chase Smith,ME,2,Republican,Republican,1897-12-14,57,22,57.0603
84,1955-01-05,A000062,George David Aiken,VT,3,Republican,Republican,1892-08-20,62,138,62.3781
84,1955-01-05,B000384,Wallace Foster Bennett,UT,3,Republican,Republican,1898-11-13,56,53,56.1452
84,1955-01-05,B000436,Alan Harvey Bible,NV,3,Democratic,Democrat,1909-11-20,45,46,45.126
84,1955-01-05,E000211,Samuel James Ervin,NC,3,Democratic,Democrat,1896-09-27,58,100,58.274
84,1955-01-05,F000401,James William Fulbright,AR,3,Democratic,Democrat,1905-04-09,49,271,49.7425
84,1955-01-05,H000875,Roman Lee Hruska,NE,1,Republican,Republican,1904-08-16,50,142,50.389
84,1955-01-05,M000113,Michael Joseph Mansfield,MT,1,Democratic,Democrat,1903-03-16,51,295,51.8082
84,1955-01-05,P000100,John Orlando Pastore,RI,1,Democratic,Democrat,1907-03-17,47,294,47.8055
84,1955-01-05,S001136,William Stuart Symington,MO,1,Democratic,Democrat,1901-06-26,53,193,53.5288
84,1955-01-05,C000220,Clifford Philip Case,NJ,2,Republican,Republican,1904-04-16,50,264,50.7233
84,1955-01-05,C001006,Carl Thomas Curtis,NE,2,Republican,Republican,1905-03-15,49,296,49.811
84,1955-01-05,E000018,James Oliver Eastland,MS,2,Democratic,Democrat,1904-11-28,50,38,50.1041
84,1955-01-05,M000332,John Little McClellan,AR,2,Democratic,Democrat,1896-02-25,58,314,58.8603
84,1955-01-05,S000701,John Jackson Sparkman,AL,2,Democratic,Democrat,1899-12-20,55,16,55.0438
84,1955-01-05,C000802,Norris H. Cotton,NH,3,Republican,Republican,1900-05-11,54,239,54.6548
84,1955-01-05,M000053,Warren Grant Magnuson,WA,3,Democratic,Democrat,1905-04-12,49,268,49.7342
84,1955-01-05,Y000047,Milton Ruben Young,ND,3,Republican,Republican,1897-12-06,57,30,57.0822
84,1955-01-05,H000953,Hubert Horatio Humphrey,MN,2,Democratic,Democrat,1911-05-27,43,223,43.611
84,1955-01-05,G000267,Barry Morris Goldwater,AZ,1,Republican,Republican,1909-01-01,46,4,46.011
84,1955-01-05,L000428,Russell Billiu Long,LA,3,Democratic,Democrat,1918-11-03,36,63,36.1726
84,1955-01-05,J000013,Henry Martin Jackson,WA,1,Democratic,Democrat,1912-05-31,42,219,42.6
84,1955-01-05,S000852,John Cornelius Stennis,MS,1,Democratic,Democrat,1901-08-03,53,155,53.4247
84,1955-01-05,T000254,J. Strom Thurmond,SC,2,Democratic,Democrat,1902-12-05,52,31,52.0849
85,1957-01-03,P000460,Charles Edward Potter,MI,1,Republican,Republican,1916-10-30,40,65,40.1781
85,1957-01-03,B000176,Frank Aloysius Barrett,WY,1,Republican,Republican,1892-11-10,64,54,64.1479
85,1957-01-03,B000820,John William Bricker,OH,1,Republican,Republican,1893-09-06,63,119,63.326
85,1957-01-03,D000036,Marion Price Daniel,TX,1,Democratic,Democrat,1910-10-10,46,85,46.2329
85,1957-01-03,F000190,Ralph Edward Flanders,VT,1,Republican,Republican,1880-09-28,76,97,76.2658
85,1957-01-03,I000050,Irving McNeil Ives,NY,1,Republican,Republican,1896-01-24,60,345,60.9426
85,1957-01-03,J000093,William Ezra Jenner,IN,1,Republican,Republican,1908-07-21,48,166,48.4548
85,1957-01-03,K000292,William Fife Knowland,CA,1,Republican,Republican,1908-06-26,48,191,48.5233
85,1957-01-03,L000070,William Langer,ND,1,Republican,Republican,1886-09-30,70,95,70.2603
85,1957-01-03,M000086,George Wilson Malone,NV,1,Republican,Republican,1890-08-07,66,149,66.4082
85,1957-01-03,M000177,Edward Martin,PA,1,Republican,Republican,1879-09-18,77,107,77.2932
85,1957-01-03,M000315,Joseph Raymond McCarthy,WI,1,Republican,Republican,1908-11-14,48,50,48.137
85,1957-01-03,P000150,Frederick George Payne,ME,1,Republican,Republican,1904-07-24,52,163,52.4466
85,1957-01-03,P000575,William Arthur Purtell,CT,1,Republican,Republican,1897-05-06,59,242,59.663
85,1957-01-03,S000553,Howard Alexander Smith,NJ,1,Republican,Republican,1880-01-30,76,339,76.9262
85,1957-01-03,T000259,Edward John Thye,MN,1,Republican,Republican,1896-04-26,60,252,60.6904
85,1957-01-03,W000190,Arthur Vivian Watkins,UT,1,Republican,Republican,1886-12-18,70,16,70.0438
85,1957-01-03,O000088,Joseph Christopher O’Mahoney,WY,2,Democratic,Democrat,1884-11-05,72,59,72.1616
85,1957-01-03,S000187,William Kerr Scott,NC,2,Democratic,Democrat,1896-04-17,60,261,60.7151
85,1957-01-03,B000823,Henry Styles Bridges,NH,2,Republican,Republican,1898-09-09,58,116,58.3178
85,1957-01-03,F000356,Joseph Allen Frear,DE,2,Democratic,Democrat,1903-03-07,53,302,53.8274
85,1957-01-03,G000418,Theodore Francis Green,RI,2,Democratic,Democrat,1867-10-02,89,93,89.2548
85,1957-01-03,M000199,Thomas Ellsworth Martin,IA,2,Republican,Republican,1893-01-18,63,351,63.959
85,1957-01-03,M001108,James Edward Murray,MT,2,Democratic,Democrat,1876-05-03,80,245,80.6712
85,1957-01-03,N000023,Matthew Mansfield Neely,WV,2,Democratic,Democrat,1874-11-09,82,55,82.1507
85,1957-01-03,N000053,Richard Lewis Neuberger,OR,2,Democratic,Democrat,1912-12-26,44,8,44.0219
85,1957-01-03,R000167,William Chapman Revercomb,WV,1,Republican,Republican,1895-07-20,61,167,61.4575
85,1957-01-03,B001167,Prescott Sheldon Bush,CT,3,Republican,Republican,1895-05-15,61,233,61.6384
85,1957-01-03,B001180,John Marshall Butler,MD,3,Republican,Republican,1897-07-21,59,166,59.4548
85,1957-01-03,C000128,Homer Earl Capehart,IN,3,Republican,Republican,1897-06-06,59,211,59.5781
85,1957-01-03,C000189,John Albert Carroll,CO,3,Democratic,Democrat,1901-07-30,55,157,55.4301
85,1957-01-03,C000221,Francis Higbee Case,SD,3,Republican,Republican,1896-12-09,60,25,60.0685
85,1957-01-03,H000502,Thomas Carey Hennings,MO,3,Democratic,Democrat,1903-06-25,53,192,53.526
85,1957-01-03,W000465,Alexander Wiley,WI,3,Republican,Republican,1884-05-26,72,222,72.6082
85,1957-01-03,B000271,James Glenn Beall,MD,1,Republican,Republican,1894-06-05,62,212,62.5808
85,1957-01-03,B001208,Harry Flood Byrd,VA,1,Democratic,Democrat,1887-06-10,69,207,69.5671
85,1957-01-03,C000338,Dennis Chavez,NM,1,Democratic,Democrat,1888-04-08,68,270,68.7397
85,1957-01-03,D000456,Paul Howard Douglas,IL,2,Democratic,Democrat,1892-03-26,64,283,64.7753
85,1957-01-03,D000585,Henry Clarence Dworshak,ID,2,Republican,Republican,1894-08-29,62,127,62.3479
85,1957-01-03,K000044,Carey Estes Kefauver,TN,2,Democratic,Democrat,1903-07-26,53,161,53.4411
85,1957-01-03,K000144,Robert Samuel Kerr,OK,2,Democratic,Democrat,1896-09-11,60,114,60.3123
85,1957-01-03,M000582,Patrick Vincent McNamara,MI,2,Democratic,Democrat,1894-10-04,62,91,62.2493
85,1957-01-03,R000317,Absalom Willis Robertson,VA,2,Democratic,Democrat,1887-05-27,69,221,69.6055
85,1957-01-03,S000021,Leverett Saltonstall,MA,2,Republican,Republican,1892-09-01,64,124,64.3397
85,1957-01-03,S000138,Andrew Frank Schoeppel,KS,2,Republican,Republican,1894-11-23,62,41,62.1123
85,1957-01-03,K000107,John Fitzgerald Kennedy,MA,1,Democratic,Democrat,1917-05-29,39,219,39.6
85,1957-01-03,C000154,Frank Carlson,KS,3,Republican,Republican,1893-01-23,63,346,63.9454
85,1957-01-03,C000444,Joseph Sill Clark,PA,3,Democratic,Democrat,1901-10-21,55,74,55.2027
85,1957-01-03,D000360,Everett McKinley Dirksen,IL,3,Republican,Republican,1896-01-04,60,365,60.9973
85,1957-01-03,H000385,Carl Trumbull Hayden,AZ,3,Democratic,Democrat,1877-10-02,79,93,79.2548
85,1957-01-03,H000559,Bourke Blakemore Hickenlooper,IA,3,Republican,Republican,1896-07-21,60,166,60.4548
85,1957-01-03,H000598,Joseph Lister Hill,AL,3,Democratic,Democrat,1894-12-29,62,5,62.0137
85,1957-01-03,J000195,Olin DeWitt Talmadge Johnston,SC,3,Democratic,Democrat,1896-11-18,60,46,60.126
85,1957-01-03,K000335,Thomas Henry Kuchel,CA,3,Republican,Republican,1910-08-15,46,141,46.3863
85,1957-01-03,L000122,Frank John Lausche,OH,3,Democratic,Democrat,1895-11-14,61,50,61.137
85,1957-01-03,M000859,Almer Stillwell Mike Monroney,OK,3,Democratic,Democrat,1902-03-02,54,307,54.8411
85,1957-01-03,M001014,Wayne Lyman Morse,OR,3,Democratic,Democrat,1900-10-20,56,75,56.2055
85,1957-01-03,M001022,Thruston Ballard Morton,KY,3,Republican,Republican,1907-08-19,49,137,49.3753
85,1957-01-03,S000505,George Armistead Smathers,FL,3,Democratic,Democrat,1913-11-14,43,50,43.137
85,1957-01-03,J000160,Lyndon Baines Johnson,TX,2,Democratic,Democrat,1908-08-27,48,129,48.3534
85,1957-01-03,G000320,Albert Arnold Gore,TN,1,Democratic,Democrat,1907-12-26,49,8,49.0219
85,1957-01-03,H000720,Spessard Lindsey Holland,FL,1,Democratic,Democrat,1892-07-10,64,177,64.4849
85,1957-01-03,W000518,John James Williams,DE,1,Republican,Republican,1904-05-17,52,231,52.6329
85,1957-01-03,A000161,Gordon Llewellyn Allott,CO,2,Republican,Republican,1907-01-02,50,1,50.0027
85,1957-01-03,A000186,Clinton Presba Anderson,NM,2,Democratic,Democrat,1895-10-23,61,72,61.1973
85,1957-01-03,C000758,John Sherman Cooper,KY,2,Republican,Republican,1901-08-23,55,133,55.3644
85,1957-01-03,E000112,Allen Joseph Ellender,LA,2,Democratic,Democrat,1890-09-24,66,101,66.2767
85,1957-01-03,M001078,Karl Earl Mundt,SD,2,Republican,Republican,1900-06-03,56,214,56.5863
85,1957-01-03,R000536,Richard Brevard Russell,GA,2,Democratic,Democrat,1897-11-02,59,62,59.1699
85,1957-01-03,S000590,Margaret Chase Smith,ME,2,Republican,Republican,1897-12-14,59,20,59.0548
85,1957-01-03,A000062,George David Aiken,VT,3,Republican,Republican,1892-08-20,64,136,64.3726
85,1957-01-03,B000384,Wallace Foster Bennett,UT,3,Republican,Republican,1898-11-13,58,51,58.1397
85,1957-01-03,B000436,Alan Harvey Bible,NV,3,Democratic,Democrat,1909-11-20,47,44,47.1205
85,1957-01-03,E000211,Samuel James Ervin,NC,3,Democratic,Democrat,1896-09-27,60,98,60.2685
85,1957-01-03,F000401,James William Fulbright,AR,3,Democratic,Democrat,1905-04-09,51,269,51.737
85,1957-01-03,H000875,Roman Lee Hruska,NE,1,Republican,Republican,1904-08-16,52,140,52.3836
85,1957-01-03,M000113,Michael Joseph Mansfield,MT,1,Democratic,Democrat,1903-03-16,53,293,53.8027
85,1957-01-03,P000100,John Orlando Pastore,RI,1,Democratic,Democrat,1907-03-17,49,292,49.8
85,1957-01-03,S001136,William Stuart Symington,MO,1,Democratic,Democrat,1901-06-26,55,191,55.5233
85,1957-01-03,C000220,Clifford Philip Case,NJ,2,Republican,Republican,1904-04-16,52,262,52.7178
85,1957-01-03,C001006,Carl Thomas Curtis,NE,2,Republican,Republican,1905-03-15,51,294,51.8055
85,1957-01-03,E000018,James Oliver Eastland,MS,2,Democratic,Democrat,1904-11-28,52,36,52.0986
85,1957-01-03,M000332,John Little McClellan,AR,2,Democratic,Democrat,1896-02-25,60,313,60.8552
85,1957-01-03,S000701,John Jackson Sparkman,AL,2,Democratic,Democrat,1899-12-20,57,14,57.0384
85,1957-01-03,C000388,Frank Forrester Church,ID,3,Democratic,Democrat,1924-07-25,32,162,32.4438
85,1957-01-03,C000802,Norris H. Cotton,NH,3,Republican,Republican,1900-05-11,56,237,56.6493
85,1957-01-03,J000064,Jacob Koppel Javits,NY,3,Republican,Republican,1904-05-18,52,230,52.6301
85,1957-01-03,M000053,Warren Grant Magnuson,WA,3,Democratic,Democrat,1905-04-12,51,266,51.7288
85,1957-01-03,T000035,Herman Eugene Talmadge,GA,3,Democratic,Democrat,1913-08-09,43,147,43.4027
85,1957-01-03,Y000047,Milton Ruben Young,ND,3,Republican,Republican,1897-12-06,59,28,59.0767
85,1957-01-03,H000953,Hubert Horatio Humphrey,MN,2,Democratic,Democrat,1911-05-27,45,221,45.6055
85,1957-01-03,G000267,Barry Morris Goldwater,AZ,1,Republican,Republican,1909-01-01,48,2,48.0055
85,1957-01-03,L000428,Russell Billiu Long,LA,3,Democratic,Democrat,1918-11-03,38,61,38.1671
85,1957-01-03,J000013,Henry Martin Jackson,WA,1,Democratic,Democrat,1912-05-31,44,217,44.5945
85,1957-01-03,S000852,John Cornelius Stennis,MS,1,Democratic,Democrat,1901-08-03,55,153,55.4192
85,1957-01-03,T000254,J. Strom Thurmond,SC,2,Democratic,Democrat,1902-12-05,54,29,54.0795
86,1959-01-07,L000070,William Langer,ND,1,Republican,Republican,1886-09-30,72,99,72.2712
86,1959-01-07,O000088,Joseph Christopher O’Mahoney,WY,2,Democratic,Democrat,1884-11-05,74,63,74.1726
86,1959-01-07,B000823,Henry Styles Bridges,NH,2,Republican,Republican,1898-09-09,60,120,60.3288
86,1959-01-07,F000356,Joseph Allen Frear,DE,2,Democratic,Democrat,1903-03-07,55,306,55.8384
86,1959-01-07,G000418,Theodore Francis Green,RI,2,Democratic,Democrat,1867-10-02,91,97,91.2658
86,1959-01-07,M000199,Thomas Ellsworth Martin,IA,2,Republican,Republican,1893-01-18,65,354,65.9699
86,1959-01-07,M001108,James Edward Murray,MT,2,Democratic,Democrat,1876-05-03,82,249,82.6822
86,1959-01-07,N000053,Richard Lewis Neuberger,OR,2,Democratic,Democrat,1912-12-26,46,12,46.0329
86,1959-01-07,B001167,Prescott Sheldon Bush,CT,3,Republican,Republican,1895-05-15,63,237,63.6493
86,1959-01-07,B001180,John Marshall Butler,MD,3,Republican,Republican,1897-07-21,61,170,61.4658
86,1959-01-07,C000128,Homer Earl Capehart,IN,3,Republican,Republican,1897-06-06,61,215,61.589
86,1959-01-07,C000189,John Albert Carroll,CO,3,Democratic,Democrat,1901-07-30,57,161,57.4411
86,1959-01-07,C000221,Francis Higbee Case,SD,3,Republican,Republican,1896-12-09,62,29,62.0795
86,1959-01-07,H000502,Thomas Carey Hennings,MO,3,Democratic,Democrat,1903-06-25,55,196,55.537
86,1959-01-07,W000465,Alexander Wiley,WI,3,Republican,Republican,1884-05-26,74,226,74.6192
86,1959-01-07,B000271,James Glenn Beall,MD,1,Republican,Republican,1894-06-05,64,216,64.5918
86,1959-01-07,B001208,Harry Flood Byrd,VA,1,Democratic,Democrat,1887-06-10,71,211,71.5781
86,1959-01-07,C000338,Dennis Chavez,NM,1,Democratic,Democrat,1888-04-08,70,274,70.7507
86,1959-01-07,E000181,Clair Engle,CA,1,Democratic,Democrat,1911-09-21,47,108,47.2959
86,1959-01-07,K000036,Kenneth Barnard Keating,NY,1,Republican,Republican,1900-05-18,58,234,58.6411
86,1959-01-07,L000425,Oren Ethelbirt Long,HI,3,Democratic,Democrat,1889-03-04,69,309,69.8466
86,1959-01-07,D000456,Paul Howard Douglas,IL,2,Democratic,Democrat,1892-03-26,66,287,66.7863
86,1959-01-07,D000585,Henry Clarence Dworshak,ID,2,Republican,Republican,1894-08-29,64,131,64.3589
86,1959-01-07,K000044,Carey Estes Kefauver,TN,2,Democratic,Democrat,1903-07-26,55,165,55.4521
86,1959-01-07,K000144,Robert Samuel Kerr,OK,2,Democratic,Democrat,1896-09-11,62,118,62.3233
86,1959-01-07,M000582,Patrick Vincent McNamara,MI,2,Democratic,Democrat,1894-10-04,64,95,64.2603
86,1959-01-07,R000317,Absalom Willis Robertson,VA,2,Democratic,Democrat,1887-05-27,71,225,71.6164
86,1959-01-07,S000021,Leverett Saltonstall,MA,2,Republican,Republican,1892-09-01,66,128,66.3507
86,1959-01-07,S000138,Andrew Frank Schoeppel,KS,2,Republican,Republican,1894-11-23,64,45,64.1233
86,1959-01-07,K000107,John Fitzgerald Kennedy,MA,1,Democratic,Democrat,1917-05-29,41,223,41.611
86,1959-01-07,C000154,Frank Carlson,KS,3,Republican,Republican,1893-01-23,65,349,65.9562
86,1959-01-07,C000444,Joseph Sill Clark,PA,3,Democratic,Democrat,1901-10-21,57,78,57.2137
86,1959-01-07,D000360,Everett McKinley Dirksen,IL,3,Republican,Republican,1896-01-04,63,3,63.0082
86,1959-01-07,G000508,Ernest Gruening,AK,3,Democratic,Democrat,1887-02-06,71,335,71.9178
86,1959-01-07,H000385,Carl Trumbull Hayden,AZ,3,Democratic,Democrat,1877-10-02,81,97,81.2658
86,1959-01-07,H000559,Bourke Blakemore Hickenlooper,IA,3,Republican,Republican,1896-07-21,62,170,62.4658
86,1959-01-07,H000598,Joseph Lister Hill,AL,3,Democratic,Democrat,1894-12-29,64,9,64.0247
86,1959-01-07,J000195,Olin DeWitt Talmadge Johnston,SC,3,Democratic,Democrat,1896-11-18,62,50,62.137
86,1959-01-07,K000335,Thomas Henry Kuchel,CA,3,Republican,Republican,1910-08-15,48,145,48.3973
86,1959-01-07,L000122,Frank John Lausche,OH,3,Democratic,Democrat,1895-11-14,63,54,63.1479
86,1959-01-07,M000859,Almer Stillwell Mike Monroney,OK,3,Democratic,Democrat,1902-03-02,56,311,56.8521
